	Text	Value	Tokens
4070	به نظر من گوشي APPLE گوشي خوبي هست ولي اين که حدودا ظاهرش مثلIPHONE4هست بد هست و اندازه صفحه اش هم نسبتا بزرگ نيست	-1	['نظر', 'گوشي', 'APPLE', 'گوشي', 'خوبي', 'ولي', 'اين', 'ظاهرش', 'مثلIPHONE4هست', 'اندازه', 'صفحه', 'نيست']
4071	به نظر من واقعا کار شرکت اپل متفاوت هست و بسيار کارامد!	1	['نظر', 'کار', 'شرکت', 'اپل', 'متفاوت', 'بسيار', 'کارامد', '!']
4072	من خودم با تمام برند ها اعم از Htc, Sony,sumsung کار کردم.	0	['برند', 'اعم', 'Htc,', 'Sony,sumsung', 'کار']
4073	هيچ کدوم به پاي سيستم عامل آيفون هم نمي رسد چه برسد به پاي صنعت استفاده شده در اين گوشي .	0	['هيچ', 'کدوم', 'پاي', 'سيستم', 'عامل', 'آيفون', 'نمي', 'رسد', 'برسد', 'پاي', 'صنعت', 'اين', 'گوشي']
4074	به هر حال من فکر مي کنم کمپاني اپل از تمام کمپاني هاي حال حاظر جهان به شخصيت کاربرانش بيشتر اهميت مي ده.	1	['مي', 'کمپاني', 'اپل', 'کمپاني', 'هاي', 'حاظر', 'جهان', 'شخصيت', 'کاربرانش', 'بيشتر', 'اهميت', 'مي']
4075	اين اهميت به شخصيت کاربران براي من خيلي اهميت داره که ميشود از مواد به کار گرفته شده در ساخت محصولاتش،  به جمع مهندساني که روي اين محصولات کار مي کنند،  به سيستم عامل واقعا حيرت انگيزش و.	1	['اين', 'اهميت', 'شخصيت', 'کاربران', 'براي', 'خيلي', 'اهميت', 'داره', 'ميشود', 'مواد', 'کار', 'ساخت', 'محصولاتش', 'جمع', 'مهندساني', 'روي', 'اين', 'محصولات', 'کار', 'مي', 'سيستم', 'عامل', 'حيرت', 'انگيزش']
4076	توجه کرد .	0	['توجه']
4077	در مجموع من فکر مي کنم هر کس که قصد خريد داره و مي خواد محصولي را امتحان کنه که ازش راضي باشه حتما اين گوشي رو بخره.	1	['مجموع', 'مي', 'قصد', 'خريد', 'داره', 'مي', 'خواد', 'محصولي', 'امتحان', 'کنه', 'راضي', 'باشه', 'اين', 'گوشي', 'بخره']
4078	"روح ارتباطي آيفون فايو با يک عدد سيم کارت رايتل معني ميشه
در ضمن اگر تمام قابليت هاي بي نظير سخت افزاري آيفون رو در نظر نگيريم ،  سيستم عامل اپل هيچ حرفي براي گفتن نميذاره و به هيچ وسيله هوشمند و قابل حمل ديگه اي ،  اجازه عرض اندام نميده
در کل واقعا عاليه
مطمئنا اگر کسي فقط يک بار ،  يکي از محصولات اپل ،  بخصوص ايفون رو خريداري و تجربه کنه ،  ديگه هيچ وقت سراغ هيچ برند و مدل ديگه اي نخواهد رفت ."	2	['روح', 'ارتباطي', 'آيفون', 'فايو', 'يک', 'عدد', 'سيم', 'کارت', 'رايتل', 'معني', 'ميشه', 'قابليت', 'هاي', 'بي', 'نظير', 'افزاري', 'آيفون', 'نظر', 'نگيريم', 'سيستم', 'عامل', 'اپل', 'هيچ', 'حرفي', 'براي', 'نميذاره', 'هيچ', 'وسيله', 'هوشمند', 'حمل', 'ديگه', 'اي', 'اجازه', 'عرض', 'اندام', 'نميده', 'عاليه', 'مطمئنا', 'کسي', 'يک', 'يکي', 'محصولات', 'اپل', 'ايفون', 'خريداري', 'تجربه', 'کنه', 'ديگه', 'هيچ', 'وقت', 'سراغ', 'هيچ', 'برند', 'مدل', 'ديگه', 'اي', 'نخواهد_رفت']
4079	براي همين هست که وفادارترين مشريان يک برند به اون برند ،  مشتريان اپل هستند به اپل .	0	['براي', 'همين', 'وفادارترين', 'مشريان', 'يک', 'برند', 'برند', 'مشتريان', 'اپل', 'اپل']
4080	عاليه فقط همين	2	['عاليه', 'همين']
4081	اين گوشي فوق العاده نيست ولي ارزش خريد بالايي داره.	1	['اين', 'گوشي', 'العاده', 'نيست', 'ولي', 'ارزش', 'خريد', 'بالايي', 'داره']
4082	احتمالا تا 2 ماه آينده بخرم.	0	['2', 'ماه', 'آينده', 'بخرم']
4083	"هر چقدر پول بدي همون قدر آش ميخوري
قيمتش به خاطره کيفيت ساختشه
بعضي از قسمت هاش را با الماس ميتراشن
محافظ دوربينش از ياقوت است
از لحاظ گرافيک و سرعت بي نظيره"	1	['پول', 'بدي', 'همون', 'آش', 'ميخوري', 'قيمتش', 'خاطره', 'کيفيت', 'ساختشه', 'بعضي', 'قسمت', 'هاش', 'الماس', 'ميتراشن', 'محافظ', 'دوربينش', 'ياقوت', 'لحاظ', 'گرافيک', 'سرعت', 'بي', 'نظيره']
4084	"سلام
به نظره من اپل با ساخت اين گوشي پيشرفت چنداني نکرده که بگيم ارزشش رو داره بگيريم البته بيشتر کسايي که ميرن سراغ اپل بخاطر ظاهر خاص و تکش هست ولي با اين حال iphone 5 گوشي خوب و کارامدي هست."	1	['سلام', 'نظره', 'اپل', 'ساخت', 'اين', 'گوشي', 'پيشرفت', 'چنداني', 'بگيم', 'ارزشش', 'داره', 'بگيريم', 'بيشتر', 'کسايي', 'ميرن', 'سراغ', 'اپل', 'بخاطر', 'ظاهر', 'خاص', 'تکش', 'ولي', 'اين', 'iphone', '5', 'گوشي', 'کارامدي']
4085	من که ترجيح ميدم S3 يا note 2 بگيرم	0	['ترجيح', 'ميدم', 'S3', 'يا', 'note', '2', 'بگيرم']
4086	"عالي عالي عالي
از همه نظر"	2	['عالي', 'عالي', 'عالي', 'نظر']
4087	سلام من تست تمام گوشي هاي هوشمند برتر بازار رو خوندم .	0	['سلام', 'تست', 'گوشي', 'هاي', 'هوشمند', 'برتر', 'بازار', 'خوندم']
4088	اپل با وجود سيستم عامل عالي اش هميشه خوب بوده نه عالي ،  پردازنده جديدش بحث برانگيزه ،  اما اپل در اين مدل جديد نو آوري چنداني نداشته و به وضوح سير نزولي اين شرکت پس از مدلهاي 4 اس و  5 را ميشه ديد و مي توان اين نزول را از نبود استيو جابز افسانه اي دانست .	-1	['اپل', 'سيستم', 'عامل', 'عالي', 'هميشه', 'عالي', 'پردازنده', 'جديدش', 'بحث', 'برانگيزه', 'اپل', 'اين', 'مدل', 'جديد', 'نو', 'آوري', 'چنداني', 'وضوح', 'سير', 'نزولي', 'اين', 'شرکت', 'مدلهاي', '4', 'اس', '5', 'ميشه', 'ديد', 'مي', 'اين', 'نزول', 'استيو', 'جابز', 'افسانه', 'اي']
4089	اپل بايد بدونه شرکت هاي ديگه مثل سامسونگ خيلي سريع دارند پيشرفت مي کنند چون تقريبا 90 درصد لوازم ساخت محصولاتشان را خودشان توليد مي کنند.	0	['اپل', 'بايد', 'بدونه', 'شرکت', 'هاي', 'ديگه', 'سامسونگ', 'خيلي', 'سريع', 'پيشرفت', 'مي', 'تقريبا', '90', 'درصد', 'لوازم', 'ساخت', 'محصولاتشان', 'توليد', 'مي']
4090	اين گوشي شايد يک ماه در صدر باشد .	0	['اين', 'گوشي', 'شايد', 'يک', 'ماه', 'صدر']
4091	"قابليت کارکرد تنها با نانو سيم کارت (NanoSIM Card Support Only)
با توجه به اين که ما در  مخابرات ايران تکنولوژي سيم کارت نانو نداريم!"	0	['قابليت', 'کارکرد', 'نانو', 'سيم', 'کارت', 'NanoSIM', 'Card', 'Support', 'Only', 'توجه', 'اين', 'مخابرات', 'ايران', 'تکنولوژي', 'سيم', 'کارت', 'نانو', 'نداريم', '!']
4092	خود به خود قابل استفاده در ايران نيست و خريدنشم هم بي فايده است!	-1	['ايران', 'نيست', 'خريدنشم', 'بي', 'فايده', '!']
4093	گلکسي اس 3 و نوت 2   بهتر باشه به نظرم!	0	['گلکسي', 'اس', '3', 'نوت', '2', 'باشه', 'نظرم', '!']
4094	"با اينترنت محدود ايران و تحريم ها اپل تو کشور ما کارايي اش جالب نيست 
اندرويد از نظر من حرف اول رو ميزنه تو ايران"	-1	['اينترنت', 'محدود', 'ايران', 'تحريم', 'اپل', 'کشور', 'کارايي', 'جالب', 'نيست', 'اندرويد', 'نظر', 'حرف', 'ميزنه', 'ايران']
4095	واقعا حرف نداره،  و اينو استقبال مردم در پيش خريد،  ثابت کرد.	1	['حرف', 'نداره', 'اينو', 'استقبال', 'پيش', 'خريد', 'ثابت']
4096	ولي شخصا ipod 5 رو ترجيح ميدم،  چون فعلا يه گوشي دارم!	0	['ولي', 'ipod', '5', 'ترجيح', 'ميدم', 'يه', 'گوشي', '!']
4097	فوق العادس.	2	['العادس']
4098	با اينکه تکنولوژي جديدي توسط اپل رونمايي نشده،  ولي بازم اين گوشي جزو قوي ترين گوشي هاي توليد شده تا به امروز محسوب ميشه.	1	['اينکه', 'تکنولوژي', 'جديدي', 'اپل', 'رونمايي', 'ولي', 'بازم', 'اين', 'گوشي', 'جزو', 'قوي', 'ترين', 'گوشي', 'هاي', 'توليد', 'محسوب', 'ميشه']
4099	من که فکر ميکنم اپل شگفتي هاي بعديش رو براي محصولات بعديش نگه داشته چون تا امروز هم هر چيزي که معرفي کرده توسط کمپاني هاي ديگه کپي شده مثل طراحي گوشي هاش،  Siri،  و حتي خود iOS !	0	['ميکنم', 'اپل', 'شگفتي', 'هاي', 'بعديش', 'براي', 'محصولات', 'بعديش', 'نگه', 'چيزي', 'معرفي', 'کمپاني', 'هاي', 'ديگه', 'کپي', 'طراحي', 'گوشي', 'هاش', 'Siri', 'حتي', 'iOS', '!']
4100	گوشي خوبي هست اما هم به قيمتش نميرزه هم که زياد هست  و اگه بخواي زياد پول  بدي  بهتره galaxy note2رو بخري 	-1	['گوشي', 'خوبي', 'قيمتش', 'نميرزه', 'زياد', 'بخواي', 'زياد', 'پول', 'بدي', 'بهتره', 'galaxy', 'note2رو', 'بخري']
4101	مصطفي فولادي: اپل هميشه پر قدرت ظاهر شده و بسيار شور رو هيجان در دل طرفدارانش بر مي انگيزد و بسيار خوب است که يک کمپاني يکه تاز در دنيا باشد.	2	['مصطفي', 'فولادي', 'اپل', 'هميشه', 'پر', 'قدرت', 'ظاهر', 'بسيار', 'شور', 'هيجان', 'دل', 'طرفدارانش', 'مي', 'انگيزد', 'بسيار', 'يک', 'کمپاني', 'يکه', 'تاز', 'دنيا']
4102	ايفون 5 عالي هست ولي کامل نيست.	1	['ايفون', '5', 'عالي', 'ولي', 'نيست']
4103	هرچند بايد بگويم هم سخت افزار و هم بهترين سيستم عامل را در دست دارد.	1	['بايد', 'بگويم', 'افزار', 'بهترين', 'سيستم', 'عامل', 'دست']
4104	به  همين دليل است که اپل در صدر جدول قرار گرفته .	0	['همين', 'دليل', 'اپل', 'صدر', 'جدول', 'قرار']
4105	و طرفدارانش در همه جاي دنيا در صف فروشش ساعتها منتظر مي مانند	0	['طرفدارانش', 'جاي', 'دنيا', 'صف', 'فروشش', 'ساعتها', 'منتظر', 'مي']
4106	خدايي بگم , قيمتشم هر چي باشه ارزش داره ديگه محصول اپل و کلاس کاري خودش ..	1	['خدايي', 'بگم', 'قيمتشم', 'چي', 'باشه', 'ارزش', 'داره', 'ديگه', 'محصول', 'اپل', 'کلاس', 'کاري']
4107	خوبي اپل اينه که تکه و هيچ چي مثل اون نيست	1	['خوبي', 'اپل', 'اينه', 'تکه', 'هيچ', 'چي', 'نيست']
4108	"سلام 
گوشيه خوبي ميتونه باشه اما نسبت به قيمتش نمي ارزه،  خواهشا دوستان تعصبي قضاوت نکنين
نگين که از گوشيه ."	-1	['سلام', 'گوشيه', 'خوبي', 'ميتونه', 'باشه', 'نسبت', 'قيمتش', 'نمي', 'ارزه', 'خواهشا', 'دوستان', 'تعصبي', 'قضاوت', 'نکنين', 'نگين', 'گوشيه']
4109	"بهتره چون شرکتهاي ديگه سالانه چندين گوشي توليد مي کنن و اگه بخوان

سالانه يک گوشي توليد کنن مطمئن باشيد که گوشيه خيلي خوب (از هر نظر) توليد مي کنن اما بخاطر فروش

ديگر محصولات اين کار رو نمي کنن"	0	['بهتره', 'شرکتهاي', 'ديگه', 'چندين', 'گوشي', 'توليد', 'مي', 'کنن', 'بخوان', 'يک', 'گوشي', 'توليد', 'کنن', 'مطمئن', 'باشيد', 'گوشيه', 'خيلي', 'نظر', 'توليد', 'مي', 'کنن', 'بخاطر', 'فروش', 'ديگر', 'محصولات', 'اين', 'کار', 'نمي', 'کنن']
4110	منتظرم واردايران بشه ميخرمش 	0	['منتظرم', 'واردايران', 'بشه', 'ميخرمش']
4111	حدودا يک هفتست گرفتم ازش واقعاً راضيم اين دوربين نيمه حرفه ايه کيفيت عکس عالي حتي روي عکسهاي زوم شده باز ميشه زوم کرد بدون اينکه کيفيتش پايين بياد	2	['يک', 'هفتست', 'راضيم', 'اين', 'دوربين', 'نيمه', 'حرفه', 'ايه', 'کيفيت', 'عکس', 'عالي', 'حتي', 'روي', 'عکسهاي', 'زوم', 'ميشه', 'زوم', 'اينکه', 'کيفيتش', 'پايين', 'بياد']
4112	محشره.	2	['محشره']
4113	اين گوشي واقعا به يکي از بهترين گوشي هايي که تا به اين تاريخ ساخته شده است  تبديل شده!	0	['اين', 'گوشي', 'يکي', 'بهترين', 'گوشي', 'هايي', 'اين', 'تاريخ', 'ساخته_شده_است', 'تبديل', '!']
4114	"حتي ميشه گفت از سامسونگ و اچ تي سي هم گذشته
از همه لحاظ عالي ساخته شده
هم ديزاينش و هم سخت افزارش!"	2	['حتي', 'ميشه', 'سامسونگ', 'اچ', 'تي', 'سي', 'لحاظ', 'عالي', 'ديزاينش', 'افزارش', '!']
4115	اگه تراکم صفحه تبلتش هم بالا بود تو خريدش شک نميکردم ولي حالا اگه گوشيش به صورت جدا فروخته بشه ميخرم، واقعا سخت افزارش غوله !	0	['تراکم', 'صفحه', 'تبلتش', 'خريدش', 'شک', 'نميکردم', 'ولي', 'گوشيش', 'فروخته', 'بشه', 'ميخرم', 'افزارش', 'غوله', '!']
4116	محشره.	0	['محشره']
4117	بي صبرانه منتظرم که به بازار بياد بگيرمش.	0	['بي', 'صبرانه', 'منتظرم', 'بازار', 'بياد', 'بگيرمش']
4118	هميشه منتظر همچين چيزي بودم.	0	['هميشه', 'منتظر', 'همچين', 'چيزي']
4119	همين که ايسوس خودش خيليه.	0	['همين', 'ايسوس', 'خيليه']
4120	وگرنه که امکاناتش هم عاليه	0	['امکاناتش', 'عاليه']
4121	عدم پشتيباني از حافظه جانبي مشکل چندان مهمي نيست و نسبت ساير قابليت ها زياد به چشم نمي ياد.	0	['پشتيباني', 'حافظه', 'جانبي', 'مشکل', 'مهمي', 'نيست', 'نسبت', 'ساير', 'قابليت', 'زياد', 'چشم', 'نمي', 'ياد']
4122	خيلي ازش خوشم اومد،  بايد ببينيم قيمتش چنده اين مهمه	0	['خيلي', 'خوشم', 'اومد', 'بايد', 'ببينيم', 'قيمتش', 'اين', 'مهمه']
4123	پدفون 2 دوربين خوبي داره 	1	['پدفون', '2', 'دوربين', 'خوبي', 'داره']
4124	"دوستموم آرمين چهار لنگ گفته لرزشگيره بقدري عالي که در حال دويدن هم عکس خوبي ميده
ولي براي من اينگونه نيست و تصاوير تاري ميده
فيلمبرداريش عاليه"	1	['دوستموم', 'آرمين', 'لنگ', 'لرزشگيره', 'بقدري', 'عالي', 'دويدن', 'عکس', 'خوبي', 'ميده', 'ولي', 'براي', 'اينگونه', 'نيست', 'تصاوير', 'تاري', 'ميده', 'فيلمبرداريش', 'عاليه']
4125	دوربين مورد نظر را خريداري کرده ام فيلمبرداري با کيفيت فقط شارژ باتري اجازه فيلمبرداري با زمان بالاتر را نميده.	1	['دوربين', 'نظر', 'خريداري', 'کرده_ام', 'فيلمبرداري', 'کيفيت', 'شارژ', 'باتري', 'اجازه', 'فيلمبرداري', 'بالاتر', 'نميده']
4126	"لرزشگير اپتيکالش براي من زياد تاثير ندارد و برخلاف گفته آرمين چهارلنگ که گفتن در حين حرکت هم عکس بدون تاري ميده براي من اينطور نيست و تار است 
ولي عکاسي ماکرو (نماي نزديک) با کيفيتي ميده
در کل براي من به غير اون لرزشگير باقي مواردش عاليه"	1	['لرزشگير', 'اپتيکالش', 'براي', 'زياد', 'تاثير', 'برخلاف', 'آرمين', 'چهارلنگ', 'حين', 'حرکت', 'عکس', 'تاري', 'ميده', 'براي', 'اينطور', 'نيست', 'تار', 'ولي', 'عکاسي', 'ماکرو', 'نماي', 'نزديک', 'کيفيتي', 'ميده', 'براي', 'غير', 'لرزشگير', 'باقي', 'مواردش', 'عاليه']
4127	"تفاوتش با مدل 650 فقط صفحه نمايش کوچکترشه و تکنولوژي بي سيمه که نداره
اينا هم در عکاسي تاثيري ندارن و فقط يه سري امکانات اضافين
در کل دوربين خيلي خوبيه"	1	['تفاوتش', 'مدل', '650', 'صفحه', 'نمايش', 'کوچکترشه', 'تکنولوژي', 'بي', 'سيمه', 'نداره', 'اينا', 'عکاسي', 'تاثيري', 'ندارن', 'يه', 'سري', 'امکانات', 'اضافين', 'دوربين', 'خيلي', 'خوبيه']
4128	"من اين دوربين  خريدم 
کيفيت تصوير واقعا عاليه لرزشگير دست اش هم در حالت حرکت هم عکس هاي خوبي مي گيره
با يک بار شارژ کامل 463 تا عکس با بالاترين کيفيت مي گيره  البته  فيلم برداريش هم مانند ديگر دوربين هاي کامپکت صداي زوم رو ضبط مي کنه 
با رم 2 گيگ 281 عکس ميگيره
"	1	['اين', 'دوربين', 'خريدم', 'کيفيت', 'تصوير', 'عاليه', 'لرزشگير', 'دست', 'حالت', 'حرکت', 'عکس', 'هاي', 'خوبي', 'مي', 'گيره', 'يک', 'شارژ', '463', 'عکس', 'بالاترين', 'کيفيت', 'مي', 'گيره', 'فيلم', 'برداريش', 'ديگر', 'دوربين', 'هاي', 'کامپکت', 'صداي', 'زوم', 'ضبط', 'مي', 'کنه', 'رم', '2', 'گيگ', '281', 'عکس', 'ميگيره']
4129	اين دوربين ساخت چين هستش	0	['اين', 'دوربين', 'ساخت', 'چين', 'هستش']
4130	فبلت خوبي همه چيزش کامل .	1	['فبلت', 'خوبي', 'چيزش']
4131	اميدوارم قيمت مناسبي داشته باشه.	0	['اميدوارم', 'قيمت', 'مناسبي', 'باشه']
4132	گوشي جالبيه.	1	['گوشي', 'جالبيه']
4133	براي اونايي که گوشي هاي بزرگ رو دوست دارن،  بهترين گوشيه!	2	['براي', 'اونايي', 'گوشي', 'هاي', 'دوست', 'دارن', 'بهترين', 'گوشيه', '!']
4134	همه چيزش هم در حد خوبيه.	1	['چيزش', 'حد', 'خوبيه']
4135	"بي‌صبرانه منتظرم که وارد بازار بشه
به نظر من بهترين گوشيه"	2	['بي\u200cصبرانه', 'منتظرم', 'وارد', 'بازار', 'بشه', 'نظر', 'بهترين', 'گوشيه']
4136	از مشخصاتش معلومه که گوشيه خوبيه .	1	['مشخصاتش', 'گوشيه', 'خوبيه']
4137	از نظر ظاهري هم خوبه	1	['نظر', 'ظاهري', 'خوبه']
4138	به نظر من هيچ فرقي با نوت2 نداره.	-1	['نظر', 'هيچ', 'فرقي', 'نوت2', 'نداره']
4139	"سلام به همه دوستان و دوستداران تکنولوژي
اين گوشي از نظر من بهترين محصول سامسونگ هستش"	2	['سلام', 'دوستان', 'دوستداران', 'تکنولوژي', 'اين', 'گوشي', 'نظر', 'بهترين', 'محصول', 'سامسونگ', 'هستش']
4140	من تازه گرفتم لب تاب خوبي نسبت به قيمتش 	1	['تاب', 'خوبي', 'نسبت', 'قيمتش']
4141	خيلي لپ تاپ خوبيه بهتون پيشنهاد مي کنم که بخريد من ازش دارم و راضي هستم	2	['خيلي', 'لپ', 'تاپ', 'خوبيه', 'بهتون', 'پيشنهاد', 'مي', 'بخريد', 'راضي']
4142	من همه چيزش و چک کردم خيلي خوبه گرافيکشم خوبه بازي ها رو راحت و روان مياره	2	['چيزش', 'چک', 'خيلي', 'خوبه', 'گرافيکشم', 'خوبه', 'بازي', 'روان', 'مياره']
4143	من که دارم همه چيزش عاليه فقط باتريش خيلي قوي نيست معموليه	1	['چيزش', 'عاليه', 'باتريش', 'خيلي', 'قوي', 'نيست', 'معموليه']
4144	من که از همين جا خريدم منتظرم به دستم برسه	0	['همين', 'خريدم', 'منتظرم', 'دستم', 'برسه']
4145	سلام خيلي خوبه بخرين.	2	['سلام', 'خيلي', 'خوبه', 'بخرين']
4146	"کاش صفحه کليدش کامل بود اونوقت ديگه هيچي کم نداشت 
"	-1	['صفحه', 'کليدش', 'اونوقت', 'ديگه', 'هيچي']
4147	فقط خوشگله و زومه بالايي داره و خوش دسته.	1	['خوشگله', 'زومه', 'بالايي', 'داره', 'دسته']
4148	عکسش تعريفي نيست.	-1	['عکسش', 'تعريفي', 'نيست']
4149	فيلمش قابله قبوله.	1	['فيلمش', 'قابله', 'قبوله']
4150	من که فروختم و الان sx260 کنن خريدم فوق العادست همه چيزش.	2	['فروختم', 'sx', '260', 'کنن', 'خريدم', 'العادست', 'چيزش']
4151	در مقايسه با دوربيناي هم قيمتش يکي از بهترينهاست	2	['مقايسه', 'دوربيناي', 'قيمتش', 'يکي', 'بهترينهاست']
4152	سلام من 2 روز پيش اين دوربينو از ديجي کالا خريدم امروز رسيد دستم .	0	['سلام', '2', 'پيش', 'اين', 'دوربينو', 'ديجي', 'کالا', 'خريدم', 'رسيد', 'دستم']
4153	بعد از تنظيمات چند تا عکس گرفتم و ريختم رو PC  عکسا از کيفيت قابل قبولي داره .	1	['تنظيمات', 'عکس', 'ريختم', 'PC', 'عکسا', 'کيفيت', 'قبولي', 'داره']
4154	فقط در شرايط نوري کم حتما از فلش استفاده کنيد .	0	['شرايط', 'نوري', 'فلش', 'کنيد']
4155	در کل دوربينه خوبيه با اين قيمت اگه ميخواي بخري شک نکن	1	['دوربينه', 'خوبيه', 'اين', 'قيمت', 'ميخواي', 'بخري', 'شک']
4156	"من از اين سايت دوربينو خريداري کردم 
اين دوربين زوم بسيار بالا و قوي داره ولي متاسفانه تراکم پيکسليش پايينه"	-1	['اين', 'سايت', 'دوربينو', 'خريداري', 'اين', 'دوربين', 'زوم', 'بسيار', 'قوي', 'داره', 'ولي', 'تراکم', 'پيکسليش', 'پايينه']
4157	دوربين واقعا خوبيه،  زمان سفارش اين دوربين به خاطر نظر بعضي ازدوستان نسبت به عکسبرداري در حالت اتومات ترديد داشتم.	2	['دوربين', 'خوبيه', 'سفارش', 'اين', 'دوربين', 'خاطر', 'نظر', 'بعضي', 'ازدوستان', 'نسبت', 'عکسبرداري', 'حالت', 'اتومات', 'ترديد']
4158	ولي پس از تجربه استفاده کاملا از حالت اتوماتش راضيم.	2	['ولي', 'تجربه', 'حالت', 'اتوماتش', 'راضيم']
4159	ايراد ديگه که براي اين دوربين گفته شده بود باطري قلميشه و هزينه تعويض باطريشه که با خريد باطري قابل شارژ و دستگاه شارژر اين مشکل هم حل ميشه.	1	['ايراد', 'ديگه', 'براي', 'اين', 'دوربين', 'گفته_شده_بود', 'باطري', 'قلميشه', 'هزينه', 'تعويض', 'باطريشه', 'خريد', 'باطري', 'شارژ', 'دستگاه', 'شارژر', 'اين', 'مشکل', 'حل', 'ميشه']
4160	در کل من  به عنوان يه عکاس آماتور کاملا از اين دوربين راضيم.	2	['يه', 'عکاس', 'آماتور', 'اين', 'دوربين', 'راضيم']
4161	امروز بدستم رسيد.	0	['بدستم', 'رسيد']
4162	"کيفيت بسته بندي و زمان ارسال عالي بود
امکانات و انتظارات اوليه(هنوز کار زيادي نکردم باهاش) با اطلاعات ارائه شده مطابقت داشت
در مجموع همه چيز خوب بود."	2	['کيفيت', 'بسته', 'بندي', 'ارسال', 'عالي', 'امکانات', 'انتظارات', 'اوليه', 'کار', 'زيادي', 'نکردم', 'باهاش', 'اطلاعات', 'ارائه', 'مطابقت', 'مجموع', 'چيز']
4163	متم امروز خريدم.	0	['متم', 'خريدم']
4164	تو اين رنج قيمت بهترين انتخابه.	2	['اين', 'رنج', 'قيمت', 'بهترين', 'انتخابه']
4165	البته اگه انتظار خيلي بالا نداشته باشيد..	0	['انتظار', 'خيلي', 'باشيد']
4166	با سلام و عرض ارادت و تشکر به خاطر ارسال سريع و درست کالا .	1	['سلام', 'عرض', 'ارادت', 'تشکر', 'خاطر', 'ارسال', 'سريع', 'کالا']
4167	"نقد کالا:
1-اساسي ترين مشکل اين دوربين وجود باتري قلمي به جاي باتري يون ليتيوم استاندارد هست."	-2	['نقد', 'کالا', '1-اساسي', 'ترين', 'مشکل', 'اين', 'دوربين', 'باتري', 'قلمي', 'جاي', 'باتري', 'يون', 'ليتيوم', 'استاندارد']
4168	2-حتما بايد با کيف مخصوصش حمل شود چون صفحه نمايش چرخان ندارد.	-1	['2-حتما', 'بايد', 'کيف', 'مخصوصش', 'حمل', 'صفحه', 'نمايش', 'چرخان']
4169	3-به خاطر اينکه فلاش بالاجهنده در زمان on بودن از مقاومت بسيار پاييني برخوردار هست پس بايد بسيار با احتياط استفاده شود.	-2	['3-به', 'خاطر', 'اينکه', 'فلاش', 'بالاجهنده', 'on', 'مقاومت', 'بسيار', 'پاييني', 'بايد', 'بسيار', 'احتياط']
4170	4-بايد تمرين زيادي براي گرفتن فيلم و عکس در شرايط مختلف با اين دوربين داشته باشين تا خوب بهش مسلط بشين و اين رمز گرفتن فيلم و عکسه.	0	['4-بايد', 'تمرين', 'زيادي', 'براي', 'فيلم', 'عکس', 'شرايط', 'اين', 'دوربين', 'باشين', 'مسلط', 'بشين', 'اين', 'رمز', 'فيلم', 'عکسه']
4171	اميدوارم لحظه هاي خوبتون رو با اين دوربين ثبت کنيد.	1	['اميدوارم', 'لحظه', 'هاي', 'خوبتون', 'اين', 'دوربين', 'ثبت', 'کنيد']
4172	من 5 روزه دوربين به دستم رسيده واقعا راضيم..	2	['5', 'روزه', 'دوربين', 'دستم', 'رسيده', 'راضيم']
4173	باتريشم خوبه.	1	['باتريشم', 'خوبه']
4174	با 4 تا باتري پاناسونيک که همراهش بود تا حالا 200 تايي عکس گرفتم .	0	['4', 'باتري', 'پاناسونيک', 'همراهش', '200', 'تايي', 'عکس']
4175	هنوزم شارژ داره .	0	['هنوزم', 'شارژ', 'داره']
4176	تشکر ميکنم ازديجي کالا براي بسته بندي و ارسال فوق العاده و مرتبش..	2	['تشکر', 'ميکنم', 'ازديجي', 'کالا', 'براي', 'بسته', 'بندي', 'ارسال', 'العاده', 'مرتبش']
4177	"با سلام
من يک هفته است که دوربين رو خريداري کردم
اولين نکته  که اين دوربين ساخت چين است
دوم اينکه در مود دستي که رنگهاي عکاسي استاندارد و کرم و سياه و سفيد دارد شما عکس کرم را نميتوانيد بگيريد و فقط سياه سفيد و استاندارد را ميتوان انتخاب کرد
سوم اينکه با توجه به قيمت آن عکسهاي خوبي نمي توان گرفت و فقط کار راه انداز است"	-1	['سلام', 'يک', 'هفته', 'دوربين', 'خريداري', 'اولين', 'نکته', 'اين', 'دوربين', 'ساخت', 'چين', 'اينکه', 'مود', 'دستي', 'رنگهاي', 'عکاسي', 'استاندارد', 'کرم', 'سياه', 'سفيد', 'عکس', 'کرم', 'نميتوانيد', 'بگيريد', 'سياه', 'سفيد', 'استاندارد', 'ميتوان', 'انتخاب', 'اينکه', 'توجه', 'قيمت', 'عکسهاي', 'خوبي', 'نمي', 'کار', 'انداز']
4178	من با توجه به تجربه اي که از استفاده از دوربين با باطري قلمي دارم توصيه ميکنم اين دوربينو نخريد چون تا ميايد به خودتون بيايد و يه عکس بگيريد باطريش خالي ميشه 	-1	['توجه', 'تجربه', 'اي', 'دوربين', 'باطري', 'قلمي', 'توصيه', 'ميکنم', 'اين', 'دوربينو', 'نخريد', 'ميايد', 'خودتون', 'بيايد', 'يه', 'عکس', 'بگيريد', 'باطريش', 'خالي', 'ميشه']
