	0
3227	به نظرم فوجي مارکي هست که واقعا ارزش خريد داره
3228	من آندرويدشو 4.0.4 کردم که خيلي بهتر شده.
3229	فیلم برداری این دوربین نیز با کیفیت HD سرعت 30 فریم بر ثانیه صورت می‌پذیرد.
3230	PadFone دارای یک باتری قدرتمند لیتیوم-پلیمری 2140 میلی آمپر-ساعتی می‌باشد.
3231	شاید تنها نقطه ضعف این محصول را بتوان عدم استفاده آن از اندروید 4.1 به طور پیش فرض دانست ولی از آنجایی که ایسوس در ارائه آپدیت های نرم افزاری برای محصولات خود بسیار سریع بوده است، انتظار می‌رود که تا پایان سال 2012، آپدیت Jelly Bean برای این محصول نیز منتشر شود.
3232	يه فرق ديگه با hx30 hx20 داره که لرزش گير دستش دو جهتست ولي براي اونا سه جهتست ولي واقعا دوربين بسيار خوبيه.
3233	همچنین رابط کاربری انحصاری سونی با نام Timescape به کاربر در کارکردن راحت‌تر با گوشی کمک خواهد نمود.
3234	اين امکاناتي که من تو اين مدل ميبينم فقط ميتونم بگم کاش ارزون باشه که همه بتونن لذت ببرن.
3235	فکر کنم الان ارزش خريد رو داشته باشه قيمتش مناسب تر شده باتشکر از ديجي کالا
3236	ولي در کل دوربين خوش دست خوبي هست
3237	با این حال این حسگر حساسیت فوق العاده بالایی نسبت به نور دارد تا در شرایط نوری ضعیف تر هم دوربین بتواند تصاویر با کیفیت بالایی را ضبط کند.
3238	از ديجي کالا به خاطر قيمت هاي منصفانش سپاسگذارم.
3239	با قابلیت‌های ارتباطی بهتر می‌توانید فایل‌ها برنامه‌های چندرسانه‌ای خود را آسان‌تر به اشتراک گذاشته از آنها لذت ببرید.
3240	این دوربین با ظاهری نامتعارف، اما کاملا حرفه ای، شما را به دنیای ورزش ماجراجویی دعوت می کند.
3241	تو رده دو سيمها گوشي معقوليه.
3242	بنابراین در کل کاربران PadFone نگرانی خاصی بابت شارژدهی باتری نخواهند داشت.
3243	دوربينشم خوبه ولي در فضاي آزاد که نور اندازه باشه عاليه.
3244	اما با همه بي‌صداييش وقتي دست روش ميذارم تق تق ميکنه که اينم مربوط به هد ميشه فکر نکنم مشکل بزرگي باشه.
3245	کاور پشتی این گوشی به نظر از نظر مقاومت در برابر خراش آسیب‌های احتمالی مقاوم‌تر از کاور پشتی Galaxy اصلی است.
3246	این گوشی قابلیت پشتیبانی ازGPRS Edge WLAN را داراست که به کاربر امکان مرورگری اینترنت را نیز می‌دهد.
3247	با این حال طبق ادعای کمپانی، این دوربین از نظر پردازش عکس‌ها قوی‌تر عمل می کند تا عکس‌های با کیفیت‌تری بدست آید.
3248	گوشيه فوق العاده ايست.
3249	بعلاوه از فن‌آوری لمسی خازنی بهره می‌برد.
3250	تعداد زیادی از پیغام‌ها هشدارها به صورت بسیار کامل جامع در این صفحه نمایش داده می‌شوند که کاربر می‌تواند نوع پیغام‌های نشان داده شده در این صفحه را بنا به نیاز سلیقه‌ی خود، از منوی تنظیمات دستگاه تغییر دهد.
3251	به هر صورت همانطور که گفتیم، به نظر می‌رسد که این بار با دوربین بدون آینه با لنز قابل تعویضی مواجه هستیم که برای نخستین بار می‌تواند کیفیت عکسی در حد بهترین دوربین های DSLR را ارایه دهد.
3252	پیشتر در نقد بررسی صفحه نمایش گوشی‌های ساخت اپل با تراکم پیکسلی 326ppi، از واژه شگفت انگیز استفاده نمودیم.
3253	این دوربین از یک لنز با زوم فوکوس ثابت بهره می برد که نسبت گشودگی دیافراگم آن 2.8 است.
3254	واقعا سايت خوبي براي خريد است.
3255	این حافظه‌ی RAM، جزو بالاترین مقادیری است که تا کنون بر روی یک گوشی هوشمند قرار گرفته پردازشگر گرافیکی هم توان تولید قدرت فراوانی دارد.
3256	مطمئنم تجربه متفاوتي رو براي کاربران رقم ميزنه
3257	دوم اينکه اگر هارد بر اثر مجاورت با يک منبع گرمايي مانند گيرنده هاي ديجيتال بيش ازحد گرم بشه به طور اتوماتيک خودش از کار ميفته از سوختن گرماي بيشتر جلوگيري ميکنه.
3258	به هر صورت هر دو رزولوشن کاملا بالا هستند تا به خوبی جوابگوی نیازهای عکاسی روزانه باشند.
3259	متوجه ميشيد که قيمتش خيلي پايين تره از بقيه.
3260	حافظه داخلی Stylistic به میزان 32 گیگابایت است که با توجه به قابلیت این دستگاه مبنی بر پشتیبانی از کارت حافظه جانبی، می‌توان با کارت‌های microSD آن ‌را افزایش داد.
3261	فروشش توي امريکا با قيمت واقعا مناسب شروع شده!
3262	سخت افزار HTC Desire SV از نظر امکانات سخت افزاری در سطح خوبی قرار دارد.
3263	کارکرد جالب‌تر آن جاییست که از قابلیت لمس شناور آن بهره می‌برید.
3264	يعني گوشي K970 دارم که دوربينش مگاپيکسله.
3265	يک قدم مانده تا يک دوربين کاملا حرفه اي با توجه به قيمتش انتخاب مناسبي براي اونايي که مي خوان حرفه اي بشن در عکاسي
3266	من اين گوشي رو امروز از ديجي کالا خريدم هنوز بازش نکردم کيفيت بسته بندي ارسال ديجي کالا حرف نداره وقتي گوشي رو تحويل گرفتم فکر کردم اشتباه آيفون سفارش دادم به خاطر ظاهر بسته بنديش که سلفون کشي هوگرام پلمپ داره
3267	از دیگر موارد لازم به ذکر، وجود یک نوار شبیه به نوارNotification در سمت راست پایین صفحه نمایش است که می‌توان از داخل آن به راحتی به بلوتوث دیگر ملزومات تبلت دسترسی داشت.
3268	ايفاي نقش به عنوان يکي از بهترين مديا‌پلير قابل حمل جهان با کيفيت نمايشگر فوق‌العاده OLED اسپيکر هاي استريو.
3269	سلام بر همه عزيزان به نظر من يکي از گوشي هاي کامل سوني ميباشد (تقريبا کامل اگه باطريش حداقل 2000 ميلي آمپر بود تا حالا خريده بودمش تشکر از سايت خودمون ديجي کـالا
3270	بسیار ساده‌لوحانه است اگر بخواهیم این کار اپل را یک کار کوچک فرض کنیم، چرا که در حالی که برای کم کردن ضخامت، کمپانی‌ها با مشکلات متعددی مواجه هستند، کمپانی اپل به یکباره نزدیک به دو میلی‌متر گوشی خود را باریک‌تر نموده در حالی که تمام قابلیت‌های آن نیز نسبت به مدل پیشین ارتقا یافته است.
3271	گوشي جالبي است به خصوص سفيدش.
3272	با عرض سلام من اين گوشي را روز است که خريده ام اندرويد به خوبي به روي ان کار ميدهد درباره پردازنده ام من تا به حال مشکلي نديدم من توصيه ميکنم که اين گوشي را بخريد رنگ سفيدش قشنگ تره ممنون
3273	تاچ پد نیز چندان بزرگ نیست، ولی حساس ساخته شده است.
3274	دوستان چرا همه با نيو آيپد مقايسه ميکنن ممنون ميشم با يک آندروييدي هم قيمت خودش هم مقايسه کنيد مثل infinity من قصد خريد t700 دارم به اين دلايل صفحه FHD که طبق تست هاي انجام شده کنتراست بيشتري نسبت به نيو آيپد داشته يعني کيفيت تصوير بهتر cpu tegra با فرکانس 1.6 يعني سريع ترين تبلت آندروييد در حال حاضر همينطور يک cpu تک هسته ايي همراه داشتن داک ولي تنها کمبودي که داره پشتيباني نکردن از سيم کارت که با hotspot مشکلش حل ميشه اينکه چند برنامه همزمان باز نميشه ((مولتي تسک داره ولي چند برنامه نميشه همزمان کار کرد باهاشون))
3275	سرعت شاتر این دوربین نیز نسبتا خوب است.
3276	با این حال این حسگر حساسیت فوق العاده بالایی نسبت به نور دارد تا در شرایط نوری ضعیف تر هم دوربین بتواند تصاویر با کیفیت بالایی را ضبط کند.
3277	این سخت افزار، برای اجرای اکثر دستورات کاربر کافیست.
3278	در مجموع می‌توانیم بگوییم که سامسونگ از صفحات نمایشی فراتر از انتظار ما از یک لپ‌تاپ ارزان قیمت، در ساخت سری استفاده کرده است.
3279	به نظر حافظه‌ی زیادی می‌آید ولی از آن جایی که دوربین این گوشی توانایی ضبط ویدیویی 720p HD دارد احتمالا زودتر از انتظار پر خواهد شد.
3280	در کل باید گفت که P7700 جهش خیلی خوبی نسبت به P7100 بوده است.
3281	نکته مهم تفاوت برند ها با يک ديگر شکل طراحي نوع جنس بدنه نوع ميلي آمپر باطري آنها است.
3282	در زیر نور آفتاب کاملا شفاف می‌باشد بهتر از این پیدا نخواهید کرد.
3283	مرورگر موجود بر روی این گوشی نیز مرورگر استاندارد گوگل یعنی کروم می‌باشد که در کنار امکانات متنوع ارتباطی سخت افزار مناسب این گوشی، گشت گذار در اینترنت با سرعت بالا را برای کاربر امکان پذیر می‌سازد.
3284	لپ تاپ خيلي خوبيه ايراد خاصي ندارد
3285	در مجموع، به جز قاب پشتی، Nexus از استحکام بسیار بالایی برخوردار است هنگامی که آن را در دست می‌گیرید حس در دست گرفتن یک گوشی پلاستیکی بی کیفیت (همانند Galaxy Nexus) به شما منتقل نخواهد شد.
3286	به طوری که می‌توان گفت در این زمینه، اکنون بی رقیب به نظر می‌رسد.
3287	ولي صفحه نمايش iphone حتي نسبت به iphone نيز بهتر شده همچنين از تراکم پيکسل بالاي 326ppi بهره ميبرد پس اگر بخواهيم عادلانه قضاوت کنيم iphone بهتره.
3288	ابعاد وزن این گوشی تقریبا شبیه به Go است در کل گوشی سبکی نیز محسوب می‌شود.
3289	باتری باتری موجود بر روی این گوشی یک باتری لیتیوم یونی 2100 میلی آمپر-ساعتی است که برای یک گوشی در این سطح باتری نسبتا مناسبی است.
3290	اگر از جمله کاربران تازه کار هستید می توانید مود اتوماتیک را انتخاب کنید مودهای P,A,S,M نیز برای عکاسی خلاقانه تر به کار می روند.
3291	اگه قيمت خوبي داشته باشه جزو پرفروشترين ها ميشه
3292	صرف نظر از عملکرد این گوشی-تبلت، باید بگوییم که ایده‌ی ایسوس بسیار خلاقانه قابل احترام است.
3293	جمع بندی کمپانی چینی هواوی یک بار دیگر با ارائه این محصول به بازار، قدرت توانایی خود در ارائه محصولات با کیفیت را به اثبات رسانید.
3294	بزرگنمایی 16 برابر نیز کاملا برای ثبت سوژه‌های دوردست مناسب می‌باشد.
3295	با استفاده از فن آوری لرزش فراصوت فیلتر سنسور غبار احتمالی نشسته بر روی آن برطرف می شود.
3296	من هفته قبل عيد اين هارد رو از digikala خريدم قبل خريد از هر فروشنده اي سوال کردم گفتن اول وسترن نشد سيگيت البته از نظر سرعت بعد با بخش مشاوره براي فروش digikala تماس گرفتم ايشون هم گفتن از نظر سرعت وسترن عاليه حالا که من حدود ماهه دارمش از نظر خودم عاليه سرعت فوق‌العاده اندازه کيفيت وزن مناسب) امنيت زيبايي عالي فقط ضد آب نيست.
3297	اما کمینه‌ی نسبت کانونی آن در حالت واید زوم، f/3.5-5.6 می‌باشد که عالی نیست ولی خوب است تا در عکاسی شرایط نوری ضعیف هم مشکل زیادی نداشته باشید.
3298	باور کنيد که تمام گوشي هاي مختلف رو با برند هاي مختلف تو اين قيمت بررسي کردم بعد با در نظر گرفتن اين همه امکانات متوجه شدم که اصلا تو اين قيمت گوشي ديگه ايي خريدن اشتباهه، البته اگه بخوايد يه خرده بيشتر پول بزاريد روش مدل هاي بهتر از اين هم موجوده که بهتر از اينه.
3299	اونم گوشي که مشابه سخت افزار شو ميشه تويه گوشي هاي ديگه پيدا کرد حتي بالاتر
3300	به نظر من تو رده سوپر زوما با اين اندازه سنسور canon sx40 hs بهترينه.
3301	با در نظر گرفتن قيمتش امکانات فوق العادش خيلي از HTC Buttrfly ارزش بيشتري داره.
3302	اندرويد هم که هميشه به روز هست
3303	همچنین بر روی این تبلت نسخه از تکنولوژی بلوتوث نیز قرار دارد تا به کمک آن بتوان با سرعت بالا با دیگر گجت ها تبادل اطلاعات نمود.
3304	من با آپديت آن به اندرويد 4.0.4 غير فعال کردن بازخورد ويبره براي لمس آن توانستم از سد اين مشکل که شايد بعضي ها رو از خريدش منصرف کرده بگذرم
3305	در مجموع کوچکی دستگاه این امکان را به شما می دهد که به راحتی آن را درون کیف خود گذاشته حمل کنید هر جا که نیاز به تهیه کپی یا اسکن از صفحات یا مدارکی داشتید استفاده کنید.
3306	تا حالا هم هر بازي ريختم جواب داده.
3307	به عنوان يک مصرف کننده پيشنهاد حتما استفاده کنيد.
3308	با این میزان حافظه می‌توان تعداد مناسبی فایل نظیر عکس، موسیقی ویدیو را بر روی این گوشی ذخیره کرد.
3309	اگر سخت افزار رو ارتقا نمي داد ميگفتين سامسونگ کم کاري کرده حالا که چنين سخت افزار بالايي رو که در کمتر تبلتي يا شايد در هيچ تبلتي ديگري شاهد نيستيم رو روش گذاشته, اين چنين اون رو مواخذه ميکنيد.
3310	این بند به کاربر احساس امنیت بیشتری هنگام کار کردن با دستگاه به خصوص هنگام عکس‌برداری منتقل می‌کند.
3311	جواب این سوال منفیست.
3312	به نسبت قيمت کارايي بسيار بالا ظاهر بسيار مناسبي داره.
3313	لازم به ذکر است که قاب پشتی دارای یک بافت ریز نیز می‌باشد که با وجود این بافت، نگهداری گوشی در دست بسیار راحت‌تر امن‌تر صورت می‌پذیرد.
3314	تنها سايت مطمئن مردمي فقط **دي جي کالا**
3315	این پردازنده های به لطف بهره گیری از تکنولوژی Hyper-Threading قابلیت ایجاد دو هسته ای مجازی دیگر را داشته می‌توانند به صورت چهار هسته ای کار کنند.
3316	همچنین توسط بسیاری از موسسات نشریات معتبر به عنوان برترین دوربین ورزشی موجود انتخاب تحسین شده است.
3317	چون با سيم کارتش ميشه مکالمه اس ام اس زد ميگم بهتره.
3318	دوست گرامي کيفيت فيلمبرداري سوني XR550 درحد دوربينهاي فيلمبرداري حرفه اي مي باشد.
3319	به طوری که لزومی ندارد دقیقا دستورات را به یاد بیاورید عین آن را بگویید.
3320	گردو همیشه سعی می‌کند در مجموعه‌های نرم‌افزاری تعادل منطقی برقرار کند در عین حال که نرم‌افزارهای مفید عمومی بسیاری در مجموعه قرار می‌دهد، از قرار دادن نرم‌افزارهای تخصصی نیز غافل نشود.
3321	بنابراین طراحان، این دوربین را با یک محافظ پلی کربناتی همراه کرده اند که ضد ضربه ضد آب می باشد.
3322	شاید بتوان یکی از دلایل اصلی وزن کم این گوشی را نیز همین جنس بدنه آن به شمار برد.
3323	مرورگر این گوشی از چندین تب مختلف پشتیبانی کرده همچنین سازگاری با تکنولوژی Flash امکان نمایش ویدیو های آنلاین را فراهم می‌آورد.
3324	این دوربین مقام پرفروش ترین دوربین ورزشی جهان را در اختیار دارد.
3325	بدین ترتیب با این دوربین فقط می‌توانید در فرمت JPEG عکاسی نمایید.
3326	با اينکه قيمتش زياده اما مي ارزه
3327	شک نکنين ولي به نظر من اگه دوربين جلو تماس ويدئويي HD بود ظرفيت باطري 200 ميلي آمپر بيشتر بود
3328	این دوربین‌ها اصولا مناسب افرادی هستند که ظاهر همچنین عملکردهای حرفه‌ای DSLR‌ها را می‌پسندند، ولی لنز همه کاره‌ی این دوربین‌ها را به لنز قابل تعویض معمولا گران قیمت DSLR‌ها ترجیه می‌دهند.
3329	کیفیت عکس‌ها فیلم‌های این دوربین کاملا خوب راضی کننده هستند.
3330	بر روی قاب پشتی گوشی هم دوربین به همراه فلاش LED محصور در یک قسمت فلزی به همراه بلندگو یک لوگوی LG به چشم می‌خورند که منظره خوبی را برای قاب پشتی گوشی به وجود آورده‌اند.
3331	جمع بندیدر کل، آشا 310 یک گوشی مناسب خوش قیمت است که به نسبت قیمتش، کارایی عملکرد مناسبی را داراست.
3332	اگر به دنبال فیلم برداری با سرعت بالاتری هستید می توانید رزولوشن 720p HD را هم انتخاب کنید که بدین ترتیب عمل ضبط ویدیویی با سرعت 60 فریم بر ثانیه انجام می شود تا جزئیات در حرکت های سریع؛ خیلی دقیق تر ثبت بشوند.
3333	طراحی ساختاز طراحی سری شروع می‌کنیم که همان‌طوری که گفتیم، به هیچ عنوان ظاهر لپ‌تاپ‌های ارزان قیمت را ندارند.
3334	بازي هاي HD رو به خوبي ساپورت ميکنه 10.
3335	همچنین یک پردازشگر گرافیکی Adreno 225 نیز برای اجرای بی نقص پردازش‌های گرافیکی بر روی این گوشی قرار دارد.
3336	جمع بندیPadFone جهشی بزرگ نسبت به مدل پیشین به طور کلی یکی از بهترین محصولات دیجیتال ساخته شده تا به این تاریخ است.
3337	چه جالب
3338	در کل باید گفت که NX2000 آپدیتی مناسب نسبت به NX1000 می باشد.
3339	همچنین نسخه 4.0 رابط کاربری زیبای HTC یعنی Sense نیز در کنار رابط کاربری استاندارد اندروید خودنمایی می‌کند تجربه ای لذت بخشی را به کاربر می‌دهد.
3340	-با يک مموري 16 گيگ ميشه 90 دقيقه فيلم با بالاترين کيفيت گرفت.
3341	لبه های لپ‌تاپ کاملا انحنا داشته این امر کمک قابل توجهی به کار کردن حمل نقل لپ‌تاپ می‌کند.
3342	فقط خوشکله زومه بالايي داره خوش دسته.
3343	زوم برابر هم برای عکاسی پرتره مناسب می‌باشد.
3344	با وجود این سخت افزار مناسب البته سیستم عامل روان ویندوز که همواره با مدیریت خوب بر حافظه رم، سرعت مناسبی را به کاربر ارائه نموده است، تمامی کارها در این تبلت با سرعتی بسیار خوب انجام خواهند شد.
3345	واقعا ميشه گفت بهترين حريف براي گلکسي اس گلکسي نوت سامسونگ هست ..
3346	HTC Desire SV قادر است فایل‌های صوتی را با فرمت های معروفی نظیر MP3، eAAC+، WMA، WAV پخش نماید به دلیل بهره‌گیری از فناوری صوتی Beats Audio می‌توان کیفیت صدای خوبی را از آن توقع داشت.
3347	بلندی صدا نیز بسیار مناسب است ولی با این وجود، علاقه‌مندان به موسیقی تماشای ویدئو بهتر است که از بلندگوهای خارجی یا هدفون استفاده کنند.
3348	به هر صورت در این سطح قیمتی که نوت‌بوک قرار دارد، چنین بدنه ای کاملا استاندارد است.
3349	فرقش با گوشي هاي هم رده باطري بهتر سيستم عامل اندرويد هست
3350	به نظر دوربين 650d به جهت کارآيي در عکاسي با دوربين 600D تفات خاصي ندارد فقط مزيت ها در مود فيلمبرداري است پيشنهاد مي کنم اگر علاقه به فيلمبرداري هاي پورتابل داريد نمي خواهيد هزينه هايي سنگين براي خريد دوربين هاي مثل 5d بدهيد اين دوربين مي تواند براي شما جذاب باشد
3351	انحناهای ایجاد شده روی این کنسول نیز به جلوه ظاهری آن افزوده است.
3352	جمع بندیدر کل، به نظر می‌رسد کمپانی Sony بعد از جدا شدن از Ericsson، در تولید گوشی دقت وسواس بیشتری به خرج داده تا مجددا در بازار رقابت به جمع بزرگان بپیوندد.
3353	این دوربین ابعاد 95X57X18 میلی متر را ارائه می‌دهد که علاوه بر فوق‌العاده کوچک بودن، با قطر تنها 18 میلی متر یکی از باریک‌ترین دوربین‌های ساخته شده تا به این تاریخ نیز هست.
3354	هم شيکه هم کار راه انداز.
3355	همچنین با وجود پشتیبانی این گوشی از Wi-Fi، 3G، Edge GPRS همچنین سخت افزار مناسب صفحه نمایش بزرگ وضوح بالای آن، مرورگری اینترنت در این گوشی به یکی از کارهای لذت بخش با آن تبدیل خواهد شد.
3356	البته با توجه به قدرت سخت افزاری این گوشی، در هنگام باز کردن صفحات سنگین وب یا زوم کردن بر روی آن‌ها، مقداری مکث را شاهد بودیم، اما در کل با توجه به استفاده این گوشی از مرورگر استاندارد گوگل، عملکرد این گوشی در هنگام اتصال به اینترنت نیز راضی کننده خواهد بود.
3357	البته این باعث می‌شود که در هنگام استفاده از گوشی نگرانی کمتری برای مراقبت از آن داشته باشید به هر صورت از سنت همیشگی محکم قابل اعتماد بودن گوشی‌های نوکیا در این گوشی هم استفاده شده.
3358	مثلا به راحتی می توانید بوسیله تجهیزات استقرار مختلف؛ دوربین را به دسته دوچرخه خود، به سطح جلویی یک اسکیت برد، به یک تخته موج سواری، میله های کایت یا حتی مچ یا سینه خود متصل کنید.
3359	به نظر می رسد که طراحان زمان بیشتری را برای طراحی بدنه این اسکنر صرف کرده اند تا ظاهری حرفه ای داشته باشد.
3360	اما یک ویژگی بسیار خوب که بین آن‌ها مشترک می‌باشد، گیرنده‌ی داخلی GPS است.
3361	با توجه به هم قيمت بودن با گلکسي اس دووس (دوسيم کارت) نسبت به اون امکانات بالاتري داره به صرفه تره
3362	از همه نظر بين گوشي هاي هم رده عاليه.
3363	چنین دوربینی کاملا می‌تواند استفاده‌ی حرفه ای داشته باشد مورد علاقه‌ی بسیاری از عکاسان قرار گیرد.
3364	ایسوس تعدادی برنامه ویجت خاص به طور پیش فرض بر روی این محصول قرار داده است که از مهم‌ترین آن‌ها می‌توان به برنامه SuperNote اشاره کرد که یک دفترچه یادداشت کامل بوده از قابلیت تشخیص دست خط نیز بهره می‌برد.
3365	در ضمن این دوربین مجهز به یک مود iAuto هم می‌باشد که مود اتوماتیک هوشمند خوانده می‌شود برای عکاسان مبتدی یا کسانی که حوصله‌ی درگیر شدن با تنظیمات دوربین خود را ندارند مناسب است.
3366	تنها مشکلش که دو دل هستم در خريدش اينه که سيم کارت همزمان فعال نيستن!
3367	هرچند که در طول زمان شاهد به بازار آمدن گوشی‌های اندرویدی سطح بالا با مشخصات بسیار خوب هستیم، ولی در سطح مبتدی اندرویدی ها هم به نوبه‌ی خود رقابت جالبی وجود دارد.
3368	از حساسیت 400 مقداری نویز در عکس ها مشاهده می شود اما همچنان جزئیات عکس ها خیلی خوب پیدا هستند.
3369	امکانات فن آوری های بسیار پیشرفته خوبی در آن به کار رفته که همگی به جز نمایشگر لمسی رادیو داخلی Wi-Fi شبیه به Ixus 500 HS هستند.
3370	بدنه خیلی ساده است ولی به هیچ وجه ضعیف به نظر نمی‌رسد.
3371	سلام من يه هفته اي ميشه خريدم کلآ يه سرو گردن از همه تبلت ها بهتره اگه مي خواهيد کار تخصصي باهاش انجام بديد بهتون پيشنهاد ميکنم حتمآ بخريد به پولش مي ارزه به خصوص قلمش که واقعآ يه دنياييه
3372	باتری با قرار گرفتن یک باتری 2100 میلی آمپری، شارژ دهی این گوشی نسبت به مدل پیشین آن، که از یک باتری 1800 میلی آمپری استفاده می‌نمود، تا چند ساعت بهتر شده است.
3373	گوشي خوب جم جوريه البته در حد قيمت خودش
3374	همچنین به کمک فناوری‌های بلوتوث، NFC درگاه USB نیز می‌توان به راحتی با دیگر دستگاه‌ها تبادل اطلاعات نمود.
3375	گوشيه خوبيه هر کي ميگه بده چرت ميگه پوله خريدشو نداره اينجوري ميگه من آيپاد تاچ داشتم تمام کاراي اينترنتيو باهاش انجام ميدادم الان iphone 4ديگه ترکونده واقعا من گوشي رو دستش نديدم چون هم کار باهاش راحته هم امکاناتش کامله منرو واقعا ارضا ميکنه ممنون از اين نقد مفصل شما کلي به معلوماتم اضافه شد در مورد اين گوشي باعث شد که هر چه سريعتر بخرمش تا الان 3gs داشتم همه محصولات apple رو اوجه
3376	همانطور که گفتیم، این دوربین از ماونت جدید الکترونیکی بهره می‌برد از همان اول با یک سری لنز ثابت با نسبت دیافراگم پایین همراه شده است که مکمل خوبی برای لنز 23 میلی متری f/2.0 دوربین X100 هستند.
3377	دوربیندوربین به کار رفته بر روی این گوشی، دارای یک سنسور تصویر مگاپیکسلی به همراه فلاش LED است که با کمک رابط کاربری استاندارد ال‌جی، کار کردن با آن بسیار ساده شده است.
3378	در گوشه سمت چپ بالای صفحه نمایش یک آیکون گوگل مشاهده می‌نمایید که در واقع یک میانبر برای دسترسی سریع به سایت گوگل می‌باشد.
3379	این هسته کم مصرف زمانی فعال می‌شود که Nexus در حال انجام کارهای سبک مثل تماشای ویدئو یا مرورگری اینترنت باشد.
3380	کافیست که آن ها را بر روی مود Superior Auto قرار دهید تا دوربین شما تبدیل به یک روبات کاملا خودکار شود.
3381	همچنین وجود یک گیگابایت حافظه رم در کنار ین پردازنده، باعث عملکرد روان‌تر گوشی خواهد شد.
3382	من تازه گرفتم لب تاب خوبي نسبت به قيمتش
3383	در Galaxy II برنامه‌ای وجود دارد که از طریق آن می‌توانید غلظت رنگ نمایشگر را به صورت دلخواه تنظیم کنید.
3384	از دیدن دکمه‌ی شاتر خرسند شدیم چرا که اخیرا شاهد حذف شدن تدریجی آن‌ها بر روی گوشی‌های با نمایشگر لمسی بوده‌ایم.
3385	در بالای صفحه نمایش یک وب کم با کیفیت 0.3 مگاپیکسل قرار دارد که می‌توان به کمک آن تماس‌های اینترنتی نسبتا خوبی برقرار کرد.
3386	مثلا دوربین به طور خودکار در عکس های JPEG خطای رنگی اثر Vignetting بوجود آمده توسط لنز را تا حدی جبران می کند.
3387	یک پردازنده چهار هسته ای از نوعCortex-A9 که میزان فرکانس آن توسط مایکروسافت اعلام نشده است ولی احتمالا 1.3 یا 1.4 گیگاهرتز خواهد بود، به همراه یک چیپ Nvidia Tegra گیگابایت رم به اجرای بی عیب نقص فرامین کمک خواهد نمود.
3388	در مجموع گوشي خيلي خوبيه.
3389	این برنامه پیش از این فقط با اتصال Wi-Fi کار می‌کرد که هم اکنون 3G 4G را نیز پشتیبانی می‌نماید.
3390	این دوربین فیلم برداری به راحتی تقریبا در هر مکانی نصب شود تا لحظات پر هیجان ورزشی از زاویه دید ورزشکار ثبت شوند.
3391	این امر ممکن است در ابتدا باعث شود که احساس خوبی از تایپ کردن با کیبورد این لپ تاپ ها نداشته باشید ولی طبیعتا با مرور زمان هنگامی که به کلیدها عادت کنید، می توانید با سرعت بالا خطاهای تایپی کم با Sleekbook خود تایپ کنید.
3392	سلام، من اين گوشي رو سه روزي هست که گرفتم اين گوشي به اندرويد 4.1.1 آپ ميشه همه چيزش عاليه فقط دوربينش ضعيفه
3393	کمبود رم توي اس واقعا آزار دهنده نيست
3394	در کل همانطور که گفتیم، SX160 IS همانند مدل های پیشین خود دوربین کامپکت سوپرزوم ارزان قیمتیست که امکانات خوبی ارائه می کند.
3395	البته با ویدئوهای 720p هیچ مشکلی ندارد.
3396	قيمت بالايي داره اما با توجه به کارايي خاصش.
3397	من قبلا خودم لايو داشتم ولي الان اکسپريا دارم بايد بگم گوشيه عاليه اما با در نظر نگرفتن چند نکته 1_ باتري کم‌توان براي اين سيستم.
3398	خوشبختانه کانن توانسته که بیشتر دکمه ها کنترل های دیگر دوربین های سری Rebel را بر روی این یکی نیز حفظ کند.
3399	سخت افزارهواوی برای تبلت خود، سخت افزاری قدرتمند را در نظر گرفته است.
3400	من حتي باهاش برنامه هاي بسيار سنگيني مانند need for speed most wanted asphalt modern combat رو به راحتي باز کردم.
3401	همچنان که با آن به راحتی می‌توانید به عکاسی زیر آب نیز بپردازید.
3402	تجربه چندرسانه ای کامل در منزل تلویزیون سامسونگ با ورودی های واسط چندرسانه ای وضوح بالا (HDMI) نشیمن خانه شما را به یک مرکز سرگرمی های چندرسانه ای تبدیل خواهد کرد.
3403	بدین ترتیب دستورات شما به سرعت راحتی اجرا می‌گردند.
3404	سيپيوشم اصلا کم نمياره اونم با بازيهايي مثل modrn combat4 و..
3405	اون زماني که من اينو خريدم آيپد از اين ارزونتر بود ولي هيچ وقت کارايي امکانات اين تبلت رو نداره براي همين من اين تبلت رو خريدم از خريدم هم کاملا راضي هستم.
3406	وزن سبک، قابلیت‌‌های خوب، کاربری‌ آسان تکنولوژی پیش‌رفته از ویژگی‌هایی هستند که GZ-MG255 را به دوربین مناسبی تبدیل کرده‌اند.
3407	این دوربین مجهز به یک فلاش Pop-up قدرتمند با برد موثر 3.7 متر نیز هست.
3408	يک وسيله با کاربرد
3409	صفحه کلید این گوشی نیز یک صفحه کلید کاربردی ساده است که تایپ با آن به سادگی صورت می‌پذیرد.
3410	من سه ماهه که دارمش تاچش خيلي خوبه,دوربينش عاليه,بازي ها رو راحت اجرا مي کنه (سنگين ترين بازي ها يي که روش اجرا کردم:GTA3,Modern combat 2,Asphalt6,Sport car challeng)من از همه نظر ازش راضيم بجز صفحه نمايشش که يه کمي کوچيکه ولي مطمعن باشيد از خريدش پشيمون نميشيد.
3411	درست است که بدنه دستگاه فلزی ساخته نشده است ولی به محض اینکه با لپ‌تاپ کار کنید، متوجه کیفیت ساخت استحکام بالای دستگاه خواهید شد.
