Keywords	Targets	Text	Value
[{'Position': ['43', '54'], 'Value': '+', 'Text': 'فوق العادست'}]	[]	باور کنيد دوستان با اين قيمت و اين امکانات فوق العادست	+2
[{'Position': ['17', '22'], 'Value': '+', 'Text': 'عاليه'}]	[]	با توجه به قيمتش عاليه	+2
[{'Position': ['90', '103'], 'Value': '+', 'Text': 'واقعا مي ارزه'}, {'Position': ['165', '173'], 'Value': '+', 'Text': 'خيلي خوب'}, {'Position': ['197', '205'], 'Value': '+', 'Text': 'با کيفيت'}, {'Position': ['215', '224'], 'Value': '+', 'Text': 'بسيار خوب'}, {'Position': ['247', '251'], 'Value': '+', 'Text': 'عالي'}, {'Position': ['335', '344'], 'Value': '+', 'Text': 'با کيفيتي'}, {'Position': ['375', '384'], 'Value': '-', 'Text': 'جالب نيست'}, {'Position': ['835', '851'], 'Value': '+', 'Text': 'فوق العاده مناسب'}, {'Position': ['854', '861'], 'Value': '+', 'Text': 'پر سرعت'}]	[{'Position': ['159', '164'], 'Value': '', 'Text': 'باطري', 'RelationText': 'باتری', 'Opinions': [{'Position': ['165', '173'], 'Value': '+', 'Text': 'خيلي خوب'}]}, {'Position': ['177', '187'], 'Value': '', 'Text': 'صفحه نمايش', 'RelationText': 'صفحه نمايش', 'Opinions': [{'Position': ['197', '205'], 'Value': '+', 'Text': 'با کيفيت'}]}, {'Position': ['190', '196'], 'Value': '', 'Text': 'کيبورد', 'RelationText': 'کيبورد', 'Opinions': [{'Position': ['197', '205'], 'Value': '+', 'Text': 'با کيفيت'}]}, {'Position': ['316', '322'], 'Value': '', 'Text': 'کيبورد', 'RelationText': 'کيبورد', 'Opinions': [{'Position': ['329', '344'], 'Value': '+', 'Text': 'بسيار با کيفيتي'}]}, {'Position': ['225', '231'], 'Value': '', 'Text': 'اسپيکر', 'RelationText': 'اسپيکر', 'Opinions': [{'Position': ['215', '224'], 'Value': '+', 'Text': 'بسيار خوب'}]}, {'Position': ['237', '246'], 'Value': '', 'Text': 'بلندي صدا', 'RelationText': 'بلندي صدا', 'Opinions': [{'Position': ['247', '251'], 'Value': '+', 'Text': 'عالي'}]}, {'Position': ['309', '313'], 'Value': '', 'Text': 'بدنه', 'RelationText': 'بدنه', 'Opinions': [{'Position': ['329', '344'], 'Value': '+', 'Text': 'بسيار با کيفيتي'}]}, {'Position': ['325', '328'], 'Value': '', 'Text': 'رنگ', 'RelationText': 'رنگ', 'Opinions': [{'Position': ['329', '344'], 'Value': '+', 'Text': 'بسيار با کيفيتي'}]}, {'Position': ['828', '834'], 'Value': '', 'Text': 'لپ تاپ', 'RelationText': 'نوت بوک', 'Opinions': [{'Position': ['835', '851'], 'Value': '+', 'Text': 'فوق العاده مناسب'}, {'Position': ['854', '861'], 'Value': '+', 'Text': 'پر سرعت'}]}]	"من رنگ قرمز اين لپ تاپ رو از ديجي کالا خريدم  نسبت به قيمتش و همرده هاش توي برند هاي ديگه واقعا مي ارزه  نقاط قوت يو اس بي 3 و تاچ پد مولتي تاچ و فن بي صدا ،  باطري خيلي خوب ،  صفحه نمايش و کيبورد با کيفيت ،  کيفيت بسيار خوب اسپيکر ها و بلندي صدا عالي که  با لپ هاي رده بالاتر برابري ميکنه
نقاط ضعفش با اينکه بدنه و کيبورد و رنگ بسيار با کيفيتي داره اما در بعضي قسمت ها زياد جالب نيست مثلا شيار دي وي دي درايو خيلي خوب با بدنه هماهنگ نيست مشکل بعدي که داشت با اينکه به همراه لپ تاپ يک سي دي شامل درايور هاي دستگاه بود اما کارت واي فاي دستگاه به هيچ عنواني راه نميفتاد تا اينکه بعد از دست چرخيدن بين چند متخصص نرم افزار راه اندازي شد حتي درايور موجود در سايت لنوو هم مفيد نبود و پيشنهاد ميکنم از بسته خدمات نصب ويندوز توسط ديجي کالا استفاده شود تا هزينه رفت و امد و هدر شدن وقت رو مثل من پرداخت نکنيد
در کل با اين سي پي يو و رم  لپ تاپ فوق العاده مناسب و پر سرعت براي مولتي مديا ،  اينترنت و آفيس و نرم افزار هاي سبک مي باشد و نسبت به امکانات و همرده هاش امتياز کلي 9 بسيار مناسبش هست"	+1
[]	[]	من اين گوشي ديدم سرعتش خوبه تاچ روان اما مهم ترين خاصيتش صفحه نمايش فوق العاده با کيفيتشه که از گالکسي و آيفون 4 هم بالاتره .	
[]	[]	خوب البته حتي اگر از چهار هسته اي ها هم عقب باشه بازم يه مزيت داره،  چهار هسته کلا هم مصرف باتري بالايي داره هم کاربرد کم،  هنوز بازي يا نرم افزاري نيومده که احتياج پيدا کنه تا از چهارمين پردازنده گوشي کمک بگيره،  در ثاني کلا چه از نسل قديمي استفاده بشه چه از آخرين کوالکام ساخته شده،  باز هم نسبت به بسياري از پردازش گرها قوي تر هست بخصوص که 1500 هم هست،  البته اين دو هسته اي بودن خودش باعث شده اين گوشي قيمت کم تري نسبت به چهار هسته اي ها پيدا کنه،  در عين حال من با نظر شما موافق هستم.	
[]	[]	"در جواب محمد صالح و کيلي :

مدل چيپ ست به کار رفته در اين گوشي نسل قديمي اسنپدراگون کوالکام است (نه اون چيپ ستي که در htc one s به کار رفته) و در همه ي تست ها از چهار هسته اي عقب است "	
[]	[]	خدايي تو دو هسته اي ها بي نظيره و سلطانه!	
[]	[]	پردازشگر با چيپ ست اسنپدراگون کوالکام که حتي بعضي چهارهسته اي هاي قوي هم در مقابلش زانو ميزنند!	
[]	[]	و دوربين 8 مگاپيکسل که راستش خودم هم هنوز تستش نکردم و نميتونم نظر بدم!	
[]	[]	اما خب در LTE که متاسفانه هنوز در کشور ما راه اندازي نشده اين گوشي و کلا کمپاني ال جي پيشتاز هست که در منابع مختلف علمي اين قدرت ال جي بخوبي نشان داده شده است اما در موارد ديگر بايد پس از تست کامل نظر داد .	
[{'Position': ['59', '63'], 'Value': '-', 'Text': 'ضعيف'}, {'Position': ['98', '106'], 'Value': '+', 'Text': 'با کيفيت'}, {'Position': ['25', '31'], 'Value': '-', 'Text': 'معايبش'}, {'Position': ['107', '110'], 'Value': '-', 'Text': 'داغ'}, {'Position': ['111', '114'], 'Value': '+', 'Text': 'شدن'}]	[{'Position': ['53', '58'], 'Value': '', 'Text': 'باطري', 'RelationText': 'باطري', 'Opinions': [{'Position': ['59', '63'], 'Value': '-', 'Text': 'ضعيف'}]}, {'Position': ['78', '88'], 'Value': '', 'Text': 'صفحه نمايش', 'RelationText': 'صفحه نمايش', 'Opinions': [{'Position': ['89', '93'], 'Value': '', 'Text': 'بزرگ'}, {'Position': ['98', '106'], 'Value': '+', 'Text': 'با کيفيت'}]}]	"بعد 1 ماه کارکرد مهمترين معايبش رو موارد زير ميدونم:
باطري ضعيف به دليل داشتن صفحه نمايش بزرگ ولي با کيفيت
داغ شدن بيش از حد پشت گوشي حتي با وجود قاب چرمي!"	-1
[{'Position': ['3', '10'], 'Value': '-', 'Text': 'نميخوره'}]	[]	رم نميخوره!	-1
[{'Position': ['30', '35'], 'Value': '-', 'Text': 'کمبود'}, {'Position': ['231', '238'], 'Value': '-', 'Text': 'ارزونتر'}, {'Position': ['246', '256'], 'Value': '+', 'Text': 'خوش\u200cدست\u200cتر'}]	[{'Position': ['36', '45'], 'Value': '', 'Text': 'حجم مموري', 'RelationText': 'حجم مموري', 'Opinions': [{'Position': ['30', '35'], 'Value': '-', 'Text': 'کمبود'}]}, {'Position': ['182', '198'], 'Value': '', 'Text': 'LG OPTIMUS 4X HD', 'RelationText': 'LG OPTIMUS 4X HD', 'Opinions': [{'Position': ['231', '238'], 'Value': '-', 'Text': 'ارزونتر'}, {'Position': ['246', '256'], 'Value': '+', 'Text': 'خوش\u200cدست\u200cتر'}]}]	"مني که همش بازي ميکنم به دليل کمبود حجم مموري نتونستم most wanted که 2 گيگ حجم داره رو نصب کنم
----------------------------------------------------------------------------------
کاش LG OPTIMUS 4X HD ميخريدم دقيقا با همين مشخصات هم ارزونتر بود هم خوش‌دست‌تر فقط صفحه نمايش کمي کوچکتر داره اما وضوح تصويرشون يکي هست"	0
[{'Position': ['20', '24'], 'Value': '+', 'Text': 'عالي'}, {'Position': ['80', '86'], 'Value': '+', 'Text': 'قوي\u200cاش'}, {'Position': ['105', '115'], 'Value': '-', 'Text': 'خيلي ضعيفه'}]	[{'Position': ['15', '19'], 'Value': '', 'Text': 'گوشي', 'RelationText': 'گوشي', 'Opinions': [{'Position': ['20', '24'], 'Value': '+', 'Text': 'عالي'}]}, {'Position': ['69', '79'], 'Value': '', 'Text': 'سخت\u200cافزاري', 'RelationText': 'سخت\u200cافزار', 'Opinions': [{'Position': ['80', '86'], 'Value': '+', 'Text': 'قوي\u200cاش'}]}, {'Position': ['98', '104'], 'Value': '', 'Text': 'باطريش', 'RelationText': 'باطري', 'Opinions': [{'Position': ['105', '115'], 'Value': '-', 'Text': 'خيلي ضعيفه'}]}]	به راستي که يه گوشي عالي هستش ازصفحه نمايش 5 اينچي اش گرفته تا سيستم سخت‌افزاري قوي‌اش ولي حيف که باطريش خيلي ضعيفه.	0
[{'Position': ['5', '19'], 'Value': '+', 'Text': 'فوق\u200cالعاده\u200cايه'}]	[{'Position': ['0', '4'], 'Value': '', 'Text': 'گوشي', 'RelationText': 'گوشي', 'Opinions': [{'Position': ['5', '19'], 'Value': '+', 'Text': 'فوق\u200cالعاده\u200cايه'}]}]	گوشي فوق‌العاده‌ايه .	+2
[]	[]	هم از نظر ظاهر و طراحي و هم از نظر سخت افزار.	0
[{'Position': ['76', '82'], 'Value': '+', 'Text': 'مناسبه'}, {'Position': ['104', '109'], 'Value': '+', 'Text': 'عاليه'}, {'Position': ['134', '144'], 'Value': '+', 'Text': 'فوق\u200cالعاده'}]	[{'Position': ['69', '75'], 'Value': '', 'Text': 'باطريش', 'RelationText': 'باطري', 'Opinions': [{'Position': ['76', '82'], 'Value': '+', 'Text': 'مناسبه'}]}, {'Position': ['90', '100'], 'Value': '', 'Text': 'کيفيت صفحه', 'RelationText': 'کيفيت صفحه', 'Opinions': [{'Position': ['104', '109'], 'Value': '+', 'Text': 'عاليه'}]}, {'Position': ['112', '119'], 'Value': '', 'Text': 'عملکردش', 'RelationText': 'عملکرد', 'Opinions': [{'Position': ['134', '144'], 'Value': '+', 'Text': 'فوق\u200cالعاده'}]}]	"باطري هم بستگي به استفاده داره من خودم 2 روز 1بار شارژ ميکنم و بنظرم باطريش مناسبه
در ضمن کيفيت صفحه هم عاليه و عملکردش زير نور آفتاب فوق‌العاده است برعکس خيلي از گوشي هاي ديگه"	+2
[{'Position': ['5', '20'], 'Value': '+', 'Text': 'واقعاً استثنايي'}]	[{'Position': ['0', '4'], 'Value': '', 'Text': 'گوشي', 'RelationText': 'گوشي', 'Opinions': [{'Position': ['5', '20'], 'Value': '+', 'Text': 'واقعاً استثنايي'}]}]	گوشي واقعاً استثنايي هستش.	+2
[]	[]	چه از لحاظ دوربين  چه از لحاظ سخت افزار و چه از لحاظ قيمت.	0
[{'Position': ['17', '26'], 'Value': '+', 'Text': 'حرف نداره'}]	[{'Position': ['7', '13'], 'Value': '', 'Text': 'زيبايي', 'RelationText': 'زيبايي', 'Opinions': [{'Position': ['17', '26'], 'Value': '+', 'Text': 'حرف نداره'}]}]	حتي از زيبايي هم حرف نداره.	+2
[{'Position': ['10', '13'], 'Value': '-', 'Text': 'عيب'}, {'Position': ['39', '44'], 'Value': '-', 'Text': 'نداره'}, {'Position': ['62', '67'], 'Value': '-', 'Text': 'نداره'}]	[]	فقط دو تا عيب داره:1هيچ شکافي براي قلم نداره 2شارژدهي خوبي هم نداره.	-1
[]	[]	ولي با اين حال اگر دوباره بخوام گوشي بخرم بين اس3 و فبلت بازم همين را انتخاب ميکنم.	0
[{'Position': ['4', '11'], 'Value': '+', 'Text': 'خاص\u200cتره'}]	[]	چون خاص‌تره.	+1
[{'Position': ['5', '17'], 'Value': '+', 'Text': 'بسيار جالبيه'}, {'Position': ['53', '62'], 'Value': '+', 'Text': 'بسيار قوي'}]	[{'Position': ['0', '4'], 'Value': '', 'Text': 'گوشي', 'RelationText': 'گوشي', 'Opinions': [{'Position': ['5', '17'], 'Value': '+', 'Text': 'بسيار جالبيه'}]}, {'Position': ['29', '39'], 'Value': '', 'Text': 'سخت\u200cافزاري', 'RelationText': 'سخت\u200cافزار', 'Opinions': [{'Position': ['53', '62'], 'Value': '+', 'Text': 'بسيار قوي'}]}, {'Position': ['42', '52'], 'Value': '', 'Text': 'نرم\u200cافزاري', 'RelationText': 'نرم\u200cافزار', 'Opinions': [{'Position': ['53', '62'], 'Value': '+', 'Text': 'بسيار قوي'}]}]	گوشي بسيار جالبيه با امکانات سخت‌افزاري و نرم‌افزاري بسيار قوي.	+2
[{'Position': ['10', '18'], 'Value': '+', 'Text': 'پايين\u200cتر'}, {'Position': ['40', '44'], 'Value': '+', 'Text': 'بهتر'}]	[{'Position': ['5', '9'], 'Value': '', 'Text': 'قيمت', 'RelationText': 'قيمت', 'Opinions': [{'Position': ['10', '18'], 'Value': '+', 'Text': 'پايين\u200cتر'}]}]	و با قيمت پايين‌تر از سري نوت به نظر من بهتر از اوناست.	+1
[{'Position': ['13', '25'], 'Value': '+', 'Text': 'بسيار زيباست'}]	[{'Position': ['0', '4'], 'Value': '', 'Text': 'ظاهر', 'RelationText': 'ظاهر', 'Opinions': [{'Position': ['13', '25'], 'Value': '+', 'Text': 'بسيار زيباست'}]}]	ظاهر گوشي هم بسيار زيباست.	+2
[]	[]	ممنون ديجي کالا.	0
[{'Position': ['5', '9'], 'Value': '-', 'Text': 'بديش'}, {'Position': ['18', '25'], 'Value': '-', 'Text': 'نميخوره'}]	[]	تنها بديش اينه رم نميخوره وگرنه به جايه تبلت ميگرفتم	-1
[]	[]	360 مگ حافظه آزاد داره.	0
[]	[]	فکرکنم با JB هم که براش مياد بيشتر هم بشه	0
[{'Position': ['27', '31'], 'Value': '+', 'Text': 'خوبي'}, {'Position': ['45', '51'], 'Value': '+', 'Text': 'زيبايي'}, {'Position': ['52', '57'], 'Value': '-', 'Text': 'ندارد'}, {'Position': ['58', '66'], 'Value': '-', 'Text': 'متأسفانه'}, {'Position': ['89', '92'], 'Value': '+', 'Text': 'قوي'}]	[{'Position': ['21', '26'], 'Value': '', 'Text': 'گوشيه', 'RelationText': 'گوشي', 'Opinions': [{'Position': ['27', '31'], 'Value': '+', 'Text': 'خوبي'}]}, {'Position': ['78', '88'], 'Value': '', 'Text': 'سخت\u200cافزاري', 'RelationText': 'سخت\u200cافزار', 'Opinions': [{'Position': ['89', '92'], 'Value': '+', 'Text': 'قوي'}]}]	با تشکر از ديجي کالا گوشيه خوبي است اما ظاهر زيبايي ندارد متأسفانه اما از نظر سخت‌افزاري قوي است	+1
[]	[]	من اين گوشي رو يه هفته و نيمه که خريدم.	0
[{'Position': ['41', '53'], 'Value': '+', 'Text': 'واقعاً عاليه'}]	[{'Position': ['23', '33'], 'Value': '', 'Text': 'کيفيت صفحه', 'RelationText': 'کيفيت صفحه', 'Opinions': [{'Position': ['41', '53'], 'Value': '+', 'Text': 'واقعاً عاليه'}]}]	"و راجع به اين گوشي:
1- کيفيت صفحه نمايشش واقعاً عاليه و تو حالت نور ماکسيمم،  حتي توي روز هم چشم رو ميزنه."	+2
[{'Position': ['17', '28'], 'Value': '+', 'Text': 'فوق\u200cالعادست'}]	[{'Position': ['0', '13'], 'Value': '', 'Text': 'کيفيت رنگ\u200cهاش', 'RelationText': 'کيفيت رنگ', 'Opinions': [{'Position': ['17', '28'], 'Value': '+', 'Text': 'فوق\u200cالعادست'}]}]	کيفيت رنگ‌هاش هم فوق‌العادست.	+2
[]	[]	فقط وقتي از چپ و راست زاويه رو زياد ميکني،  رنگ هاش کمي عوض ميشن.	0
[]	[]	2- ميگن پيکسل صفحه 1024*768 هست.	0
[]	[]	شايدم باشه، ولي وقتي خودم خواستم کاليبره ش کنم 2048 * 1535 بهم داد که يعني دو برابر کيفيتي که ميگن!	0
[{'Position': ['10', '15'], 'Value': '+', 'Text': 'کامله'}, {'Position': ['18', '21'], 'Value': '-', 'Text': 'هيچ'}, {'Position': ['22', '28'], 'Value': '-', 'Text': 'اشکالي'}]	[{'Position': ['3', '9'], 'Value': '', 'Text': 'فارسيش', 'RelationText': 'فارسي', 'Opinions': [{'Position': ['10', '15'], 'Value': '+', 'Text': 'کامله'}]}]	3- فارسيش کامله و هيچ اشکالي به زبانش نميشه گرفت.	+1
[{'Position': ['24', '28'], 'Value': '-', 'Text': 'نيست'}, {'Position': ['44', '48'], 'Value': '-', 'Text': 'سخته'}, {'Position': ['74', '83'], 'Value': '+', 'Text': 'خيلي بهتر'}]	[{'Position': ['33', '37'], 'Value': '', 'Text': 'تايپ', 'RelationText': 'تايپ', 'Opinions': [{'Position': ['44', '48'], 'Value': '-', 'Text': 'سخته'}]}]	4- کيبوردش زياد راه دست نيست،  و تايپ باهاش سخته و با نصب يه کيبورد بهتر، خيلي بهتر ميشه.	0
[{'Position': ['14', '33'], 'Value': '+', 'Text': 'فوق\u200cالعاده قدرتمنده'}, {'Position': ['59', '65'], 'Value': '+', 'Text': 'بهترين'}]	[{'Position': ['3', '13'], 'Value': '', 'Text': 'سخت\u200cافزارش', 'RelationText': 'سخت\u200cافزار', 'Opinions': [{'Position': ['14', '33'], 'Value': '+', 'Text': 'فوق\u200cالعاده قدرتمنده'}]}, {'Position': ['66', '74'], 'Value': '', 'Text': 'فبلت\u200cهاي', 'RelationText': 'فبلت', 'Opinions': [{'Position': ['59', '65'], 'Value': '+', 'Text': 'بهترين'}]}]	5- سخت‌افزارش فوق‌العاده قدرتمنده، و اين فبلت رو به يکي از بهترين فبلت‌هاي در اين اندازه تبديل کرده.	+2
[]	[]	6- مشکل باطري تقريبا معني نداره.	0
[{'Position': ['68', '77'], 'Value': '+', 'Text': 'خيلي عالي'}]	[]	با اين که باطريش يه باطري 2100 ميلي آمپر ساعتي جدا نشدنيه، باطري رو خيلي عالي نگه ميداره.	+2
[{'Position': ['24', '36'], 'Value': '+', 'Text': 'واقعاً جالبه'}, {'Position': ['69', '83'], 'Value': '+', 'Text': 'واقعاً کاربردي'}]	[{'Position': ['3', '20'], 'Value': '', 'Text': 'قابليت Quick memo', 'RelationText': 'قابليت Quick memo', 'Opinions': [{'Position': ['24', '36'], 'Value': '+', 'Text': 'واقعاً جالبه'}]}]	7- قابليت Quick memo اش واقعاً جالبه و با دکمه اي که بالاي فبلت هست، واقعاً کاربردي ميشه.	+2
[{'Position': ['12', '16'], 'Value': '-', 'Text': 'حيفه'}]	[]	8- اندرويدش حيفه که 4.0.3 هست،  اما ميــــــگن تو 3 ماهه اول 2013 قراره براش JB بياد و بوت لودرش هم باز بشه.	0
[{'Position': ['46', '51'], 'Value': '+', 'Text': 'جالبه'}, {'Position': ['70', '76'], 'Value': '+', 'Text': 'مناسبه'}]	[{'Position': ['41', '45'], 'Value': '', 'Text': 'قلمش', 'RelationText': 'قلم', 'Opinions': [{'Position': ['46', '51'], 'Value': '+', 'Text': 'جالبه'}]}, {'Position': ['65', '69'], 'Value': '', 'Text': 'تاچش', 'RelationText': 'تاچ', 'Opinions': [{'Position': ['70', '76'], 'Value': '+', 'Text': 'مناسبه'}]}]	"(اما فعلا رام هاي رسمي و روتش موجوده)
9- قلمش جالبه و قابليت‌هاي تاچش مناسبه، ولي اگه مثل S pen يه دکمه هم روش داشت، خيلي بهتر ميشد."	+1
[{'Position': ['47', '51'], 'Value': '-', 'Text': 'منفي'}, {'Position': ['25', '30'], 'Value': '-', 'Text': 'نميره'}]	[]	اين هم که قلمش داخل گوشي نميره، ميتونه يه نکته منفي باشه.	-1
[{'Position': ['42', '50'], 'Value': '+', 'Text': 'خيلي خوب'}, {'Position': ['63', '75'], 'Value': '+', 'Text': 'کاملاً روونه'}]	[{'Position': ['4', '14'], 'Value': '', 'Text': 'رابط ال جي', 'RelationText': 'رابط ال جي', 'Opinions': [{'Position': ['42', '50'], 'Value': '+', 'Text': 'خيلي خوب'}, {'Position': ['63', '75'], 'Value': '+', 'Text': 'کاملاً روونه'}]}]	10- رابط ال جي با اينکه روي ICS سوار شده، خيلي خوب کار ميکنه و کاملاً روونه.	+2
[{'Position': ['34', '43'], 'Value': '+', 'Text': 'خيلي خوبه'}, {'Position': ['57', '63'], 'Value': '+', 'Text': 'متنوعي'}, {'Position': ['100', '106'], 'Value': '-', 'Text': 'نميرسه'}]	[{'Position': ['4', '10'], 'Value': '', 'Text': 'دوربين', 'RelationText': 'دوربين', 'Opinions': [{'Position': ['34', '43'], 'Value': '+', 'Text': 'خيلي خوبه'}]}, {'Position': ['46', '56'], 'Value': '', 'Text': 'قابليت\u200cهاي', 'RelationText': 'قابليت دوربین', 'Opinions': [{'Position': ['57', '63'], 'Value': '+', 'Text': 'متنوعي'}]}]	11- دوربين 8 مگا پيکسلش، ميشه گفت خيلي خوبه و قابليت‌هاي متنوعي داره، اما باز هم به دوربين هاي سوني نميرسه.	+1
[{'Position': ['35', '39'], 'Value': '+', 'Text': 'زياد'}]	[{'Position': ['11', '16'], 'Value': '', 'Text': 'حافظه', 'RelationText': 'حافظه', 'Opinions': [{'Position': ['35', '39'], 'Value': '+', 'Text': 'زياد'}]}]	12- 32 گيگ حافظه داره که به نظر من زياد هم هست، ولي .	+1
[{'Position': ['29', '34'], 'Value': '-', 'Text': 'نميشه'}, {'Position': ['57', '62'], 'Value': '-', 'Text': 'منفيه'}]	[]	ايني که کارت حافظه بهش اضافه نميشه، بنظر بعضي ها يه نکته منفيه که موقع خريد بايد بهش توجه کنيد.	-1
[{'Position': ['15', '30'], 'Value': '+', 'Text': 'خيلي خيلي ظريفه'}]	[{'Position': ['4', '9'], 'Value': '', 'Text': 'طراحي', 'RelationText': 'طراحي', 'Opinions': [{'Position': ['15', '30'], 'Value': '+', 'Text': 'خيلي خيلي ظريفه'}]}]	13- طراحي گوشي خيلي خيلي ظريفه، واقعاً تا از نزديک نبينيد نميتونيد به اين موضوع برسيد.	+2
[{'Position': ['40', '45'], 'Value': '+', 'Text': 'جالبي'}, {'Position': ['98', '103'], 'Value': '-', 'Text': 'مشکلي'}, {'Position': ['104', '110'], 'Value': '-', 'Text': 'نخواهد'}, {'Position': ['153', '159'], 'Value': '+', 'Text': 'متناسب'}]	[]	"خصوصا اينکه خيلي خيلي باريکه
14- قابليت جالبي که داره اينه که هر نرم افزاري بخوايد روش نصب کنيد،  مشکلي نخواهد داشت،  چون خودش نرم افزار ،  و بازي ها رو متناسب با صفحه اش ميکنه؛ درحالي که به نسبت طول و عرض صفحه بر نميخوره."	+1
[]	[]	اگر هم بخوايد، ميتونيد با گرفتن دکمه Home  ميتونيد به حالت Wide ببريدش.	0
[{'Position': ['99', '110'], 'Value': '+', 'Text': 'خيلي مناسبه'}]	[{'Position': ['86', '90'], 'Value': '', 'Text': 'صداي', 'RelationText': 'صدا', 'Opinions': [{'Position': ['99', '110'], 'Value': '+', 'Text': 'خيلي مناسبه'}]}]	15- من نميدونم بعضيا چي از گوشي ميخوان، ولي بنظر هرکس که گوشي رو ديده،  و به نظر خودم صداي اسپيکرش خيلي مناسبه.	+1
[{'Position': ['16', '21'], 'Value': '-', 'Text': 'مشکلي'}, {'Position': ['22', '27'], 'Value': '-', 'Text': 'نداره'}, {'Position': ['38', '42'], 'Value': '+', 'Text': 'خوبه'}]	[{'Position': ['30', '34'], 'Value': '', 'Text': 'صداش', 'RelationText': 'صدا', 'Opinions': [{'Position': ['38', '42'], 'Value': '+', 'Text': 'خوبه'}]}]	"16- براي مکالمه مشکلي نداره و صداش هم خوبه
خصوصا با اين ابعاد و ترس از افتادنش و ."	+1
[]	[]	توصيه ميشه با هندزفري مخصوصش ،  يا هندزفري بلوتوثي مکالمه کنيد.	0
[{'Position': ['27', '44'], 'Value': '+', 'Text': 'واقعاً مثال\u200cزدنيه'}, {'Position': ['51', '57'], 'Value': '+', 'Text': 'بالايي'}]	[{'Position': ['12', '26'], 'Value': '', 'Text': 'کيفيت هندزفريش', 'RelationText': 'کيفيت هندزفري', 'Opinions': [{'Position': ['27', '44'], 'Value': '+', 'Text': 'واقعاً مثال\u200cزدنيه'}]}, {'Position': ['47', '50'], 'Value': '', 'Text': 'بيس', 'RelationText': 'بيس', 'Opinions': [{'Position': ['51', '57'], 'Value': '+', 'Text': 'بالايي'}]}]	خصوصا اينکه کيفيت هندزفريش واقعاً مثال‌زدنيه و بيس بالايي هم داره.	+2
[]	[]	17- هندزفري اش،  توي سري هاي اوليه ميگن بلوتوثي بوده،  اما ايني که من گرفتم،  سيمي بود و تقريبا شبيه هندزفري اس 3 و نوت 2 و اينا،  با اين فرق که روش نوشته الجي و تا حدودي پرزرق و برق‌تره.	0
[{'Position': ['12', '21'], 'Value': '+', 'Text': 'خيلي شکيل'}, {'Position': ['65', '70'], 'Value': '+', 'Text': 'عاليه'}]	[{'Position': ['4', '11'], 'Value': '', 'Text': 'جعبه\u200cاش', 'RelationText': 'جعبه', 'Opinions': [{'Position': ['12', '21'], 'Value': '+', 'Text': 'خيلي شکيل'}, {'Position': ['24', '29'], 'Value': '', 'Text': 'بزرگه'}]}, {'Position': ['34', '44'], 'Value': '', 'Text': 'کيفيت ساخت', 'RelationText': 'کيفيت ساخت', 'Opinions': [{'Position': ['65', '70'], 'Value': '+', 'Text': 'عاليه'}]}, {'Position': ['47', '55'], 'Value': '', 'Text': 'جنس بدنه', 'RelationText': 'جنس بدنه', 'Opinions': [{'Position': ['65', '70'], 'Value': '+', 'Text': 'عاليه'}]}]	"18- جعبه‌اش خيلي شکيل و بزرگه
19- کيفيت ساخت و جنس بدنه ميشه گفت عاليه ،  که با توي دست گرفتنش به حرفم ميرسيد."	+2
[{'Position': ['32', '35'], 'Value': '-', 'Text': 'داغ'}, {'Position': ['36', '42'], 'Value': '-', 'Text': 'نميکنه'}, {'Position': ['70', '82'], 'Value': '+', 'Text': 'واقعاً عاليه'}]	[]	20- گوشي حتي در حالت بازي سنگين داغ نميکنه و فقط پشتش کمي گرم ميشه که واقعاً عاليه.	+2
[{'Position': ['70', '74'], 'Value': '-', 'Text': 'قاطي'}, {'Position': ['75', '80'], 'Value': '+', 'Text': 'ميکنه'}, {'Position': ['7', '12'], 'Value': '-', 'Text': 'مشکلي'}, {'Position': ['105', '109'], 'Value': '+', 'Text': 'درست'}, {'Position': ['110', '114'], 'Value': '+', 'Text': 'ميشه'}]	[]	21- يه مشکلي که داره اينه که يکي دو روز اول،  وقتي به USB وصله،  تاچش قاطي ميکنه،  ولي بعد از يکي دو روز درست ميشه.	+1
[{'Position': ['30', '40'], 'Value': '+', 'Text': 'خيلي خوبيه'}]	[{'Position': ['25', '29'], 'Value': '', 'Text': 'گوشي', 'RelationText': 'گوشي', 'Opinions': [{'Position': ['30', '40'], 'Value': '+', 'Text': 'خيلي خوبيه'}]}, {'Position': ['95', '102'], 'Value': '', 'Text': 'تجربه\u200cي', 'RelationText': 'تجربه', 'Opinions': [{'Position': ['103', '110'], 'Value': '', 'Text': 'متفاوته'}]}]	"(نميدونم براي چيه)
در کل گوشي خيلي خوبيه و ميشه گفت توي اين بازاري که همه چيز شبيه هم شده،  يه تجربه‌ي متفاوته!"	+2
